g,velocity,noise,a,b,M1,M2,M3
0.7646150393656567,14.185970869551301,1.507818446267732,0.13091445983828906,0.04943620759744054,0.34664043901651603,0.22528166969739782,12.03643807004892
0.8878427506045561,18.28544432036172,1.4651305090928526,0.13175159036058282,0.02763094171398689,0.20318555121299536,0.10727139456323677,17.867201480616373
0.3732495223545582,18.353227651021673,1.35853347098873,0.08808282881534088,0.027675871970564474,0.1887390995435108,0.11179004417717227,16.69659396401815
0.6676819859498264,14.211950406767073,1.5183425653932732,0.13045565901572062,0.04892220914686797,0.3058133141261873,0.19772368528435857,12.060870022565886
0.5639441594928614,14.212000193336511,1.5183425653932732,0.13044258076526377,0.04923086103818626,0.27993711658880155,0.18172260229636447,12.127237701541628
0.7646150393656567,14.185970869551301,1.507818446267732,0.13176719106460744,0.04943620759744054,0.3462319752398702,0.22505971475659475,12.046127343707393
0.47543228468293497,14.185876403190232,1.4700582661335477,0.13310384211979923,0.04928916651639244,0.2626146240697856,0.16947239704072345,12.24436274396414
0.26296449100744496,18.92454804668687,1.391951277205221,0.1425354664555391,0.02822367457893738,0.2038557601411935,0.13286744674928347,15.116776617817248
0.23284500777795075,14.185876061692602,1.4733314253100551,0.13300487466269226,0.049322308828587104,0.22900675540204046,0.14682971435857467,12.786879774004383
0.9402671363978571,14.211676015445907,1.4726538335014667,0.13175159036058282,0.02889788750184242,0.2181550644809665,0.12431906714919289,13.911488770923047
0.41884283786427107,14.185876403190232,1.4700582661335477,0.13310384211979923,0.04928916651639244,0.2495981096911037,0.1593603102496412,12.377562238827023
0.22881619642558498,18.302415136127976,1.345623109390422,0.09694859007320028,0.027675871970564474,0.19341443544411124,0.11701231486925444,16.460740773076413
0.9227849735626813,13.787283537369742,1.3891059152977625,0.1261469994498481,0.025388746426284484,0.20865463050237457,0.10847915465775412,17.61754103885654
0.8886111468206976,14.211676015445907,1.4651305090928526,0.13175159036058282,0.02763094171398689,0.21863555752531216,0.1214895347625333,13.788296632353042
0.409833064935885,14.191800688771497,1.2543259629740275,0.13310384211979923,0.04564073060714246,0.24217187447486302,0.1540436674903953,12.725532782882269
0.26296449100744496,18.28544432036172,1.385217038110254,0.1402064523909063,0.028182627573544946,0.2020082482104896,0.12532156945182885,15.914653202177032
0.22881619642558498,14.21120510739896,1.345623109390422,0.13590348497101304,0.027675871970564474,0.20610965590871774,0.13721638497651376,13.217242227429608
0.22881619642558498,14.214585699757444,1.5136294180511072,0.13473964758794293,0.027589779751400693,0.21305619419857147,0.14150532212725014,13.166489568353299
0.26296449100744496,18.28544432036172,1.3893443703128021,0.1425354664555391,0.02822367457893738,0.20736944041864308,0.1289248232237105,15.46943840255747
0.37727833408257844,14.168900298581796,1.4733314253100551,0.13290943674861647,0.049322308828587104,0.2439344357401152,0.1555599392787689,12.48795179435972
