g,velocity,noise,a,b,M1,M2,M3
0.8500106176484526,1.5786636125885354,0.009165941311927168,0.09449328997585066,0.06351564175645082,0.6303595310124367,0.41312128468096215,17.412572595596128
1.7547799553225931,15.792473484239851,0.4453471697946732,0.060364919361078254,0.06512081945436954,0.6262588731036021,0.4054739702394261,17.630367479976876
3.4014237582269335,1.9443850489241794,1.152249370816895,0.14555310380241127,0.032780744697207195,0.5518760689965959,0.34711649987418974,16.48605848950643
1.107580971556104,3.189327074845475,0.0020622671849646118,0.1407820051707382,0.04605580018412461,0.3713235236623973,0.18802406459137547,15.873793892347644
0.4461323576330466,3.906790500385685,0.0024518653001150015,0.07483630429055024,0.05896519230879458,0.5897186083701156,0.3962796654272144,17.583961967058737
3.8593622131641836,1.2450374972248381,0.024566518372155833,0.14928822824548788,0.05055603518549935,0.6418254659133319,0.418343168903195,16.81356532387098
0.15003643889220483,9.878434653096251,0.0977214494692458,0.09508411533455688,0.0640553147337811,0.2625143728179535,0.17249221735745857,17.407638915180723
0.11556256526196365,1.4878138234636,0.006567780257190104,0.1231916030096627,0.04252053954665242,0.32219881887536317,0.21542235446548236,16.097522583395328
0.18142879594265787,1.0131196603792756,0.049348639928242684,0.11839855250670153,0.044758043900628555,0.31909531873328734,0.20494621256694862,14.530169324921811
1.0733416162881158,6.365584758907042,0.02425613043115852,0.12063083224036474,0.053715663510073224,0.6028523798173505,0.39073234401275836,14.615500360033762
2.790322427726084,1.1188465183240834,0.05809607867647583,0.11991733767255168,0.06250462989091056,0.6982891700928777,0.46644157518036317,13.565019232587858
0.21554407513723656,6.119258111780826,0.00519246824660486,0.14898457808143162,0.05513017427170762,0.2914412489568293,0.19124321148579362,16.877735522985645
1.6338398414512654,1.7763479275569223,0.07012688369016008,0.06864088863458616,0.031937157182645406,0.3735973664812728,0.2533325918659963,17.614546488266328
4.461594026751163,4.839314019981943,0.12960735392328074,0.1154988169585315,0.036951276984609614,0.6183979698410788,0.396509611951105,13.41148475394756
0.28161880479238965,1.3356759651245615,0.8801923388007281,0.08615067297381324,0.04101792137570908,0.22919585942494095,0.14097123180992288,16.92370133283319
2.086664686576549,2.010362168833144,0.0010999540939595617,0.11190955224387136,0.033395987212570685,0.49680877346234076,0.28153947073841307,16.70319042220301
0.712658357489174,6.410186411696527,0.020891551871659628,0.07020905765860225,0.031077720782041712,0.254330513921462,0.14468126950386528,17.476217850158175
0.9507703830632687,14.949659110365404,0.14693671251993304,0.10684447887328719,0.0683095595432135,0.5974148354524978,0.3863109516835222,17.01125376778682
3.315857850880356,1.3005483815317622,0.10996500656318232,0.11653141104100458,0.030120686030813332,0.5486868150924695,0.3346078091105915,16.480623941007238
0.41099499101886866,1.4650065159831538,0.0036649697976917856,0.06670540636548401,0.04703026422541327,0.3834010883223248,0.2735241934175442,17.57828634059009
0.13027759585474266,6.973492084803584,0.636051090880504,0.14665410240948235,0.028795372397081884,0.2266903860679246,0.14963213443564058,15.910996823058664
3.61320812579438,10.116203653344087,0.3495411735454982,0.11710497971589606,0.06938646869406764,0.7064438518434617,0.4679870891253686,16.36074943913365
0.886539018172993,13.607173214291667,0.007418052226240721,0.10533845648329732,0.05902428464492347,0.6196962571345441,0.4010768699885858,17.29567721156292
0.48642409740854003,1.2156604918383767,0.010500520981841323,0.14796981511670557,0.039326461063282,0.2889113163345038,0.158501525156939,16.49768049167738
2.6762129935254153,3.327492604622376,0.006150242615338127,0.13872069594671835,0.06481007464331415,0.6881675807138357,0.4567607291137685,16.398345202559383
0.19109856676741988,2.4004164404109636,0.23408449028549355,0.10205810848172145,0.0481035102707624,0.2730197843495401,0.18341899669364076,15.96068111990861
0.6837064152128959,2.4661758765729243,0.007973662637613394,0.13996321122354938,0.03473812865429336,0.24720748318204427,0.1192968535121603,15.304985668638624
0.6139165530423334,5.509951353829039,1.6157399129691994,0.10985201551688116,0.03549735087446751,0.22439522741706072,0.14202063174921262,15.69382622820913
2.2672765637736174,4.046670656775816,0.583841488784139,0.10876862758945938,0.027454532407211477,0.45715609332678864,0.3012358491163041,16.04133758532937
0.5443323148278246,11.687201912456405,0.5033540150813958,0.05274269256672509,0.02932671960450475,0.24523437853943691,0.1679971115389384,17.31306679894471
1.2993784230925107,2.2550192235729165,0.037508728709409314,0.09358644517301479,0.07365919955891423,0.6600146959402738,0.43243901099564996,17.528628750031796
3.146542216543101,12.438469744308989,0.002266315347370949,0.11258712394053698,0.04552548024128744,0.668480509056876,0.4323911114550778,16.31262979552293
4.2143423880197055,2.5830680120034373,0.0034043203676807953,0.10067020325535135,0.06629509769138306,0.7381090333426052,0.4940087774084366,17.186488099518527
0.5776790879185556,2.957807729925769,1.7536673784395722,0.05715361289906064,0.061023687010002735,0.25929536805052916,0.1645484272301725,17.63922818626108
0.3961489991808845,2.314566771914717,0.430795195930606,0.05585654802357456,0.05734162917882941,0.2726380475902735,0.17773682939058635,17.61530794375235
1.4316049412696008,2.72852164200456,0.2913572535467426,0.1223388556356096,0.02666267136525834,0.32189350855143706,0.20421996157576972,16.183982207368015
0.33292337369969266,18.60758682610594,0.018484816236240233,0.0721637513042583,0.05816536787102743,0.41855380191612573,0.2675263222653543,17.56345837983184
1.559282239617662,8.290249516979937,0.01726653651832903,0.10336660838493261,0.0259484983993865,0.3642903752827229,0.2324950985693111,16.627841902801055
0.5314527955287565,6.623215613764101,0.004129539870771049,0.0854693269341904,0.04197988726116461,0.39454724863714635,0.24882004886955336,17.49914933590358
3.061618400587724,8.49374027430726,0.0017781492161927878,0.1437324135029938,0.036407319221558945,0.44243890515044704,0.27384627391717054,15.78425436843519
0.8161119158418815,5.614896948102331,0.0028114260125113714,0.09624366745405571,0.07095939684045133,0.6256096023167881,0.40647604637277895,17.451055091381473
0.3008381666789278,4.685420688589207,0.24170430064068332,0.051313893369801994,0.06156910268581926,0.2705044659025076,0.17692462849114218,17.653987297802743
0.47203939008368306,1.8535493312436269,0.013823075035041536,0.10176290301903954,0.03997767471409391,0.3608425520150246,0.23033072256092593,16.91482208821437
2.3467265740119228,7.272881692247688,0.7276641396043233,0.13676143256318402,0.040256366032150055,0.5856439495608611,0.36568336469334795,15.737736227013965
1.901113873615108,4.908215862689804,1.352272725987838,0.08044824561325435,0.04205150134206508,0.49799484172762043,0.3173558687056422,17.569164366678763
0.13560724629442664,11.257651522818563,0.6782081840360084,0.07914159588856877,0.07268076803931961,0.2468711036517708,0.1612737548086605,17.40880242252149
4.336689134656864,4.248358416463908,0.1760587764591157,0.13547750587362772,0.04312303330575247,0.6395669282207367,0.41185681480608416,15.97750700480333
0.10579036440196866,5.998914528481242,0.0010745549698015224,0.05860084040794508,0.03739379491811467,0.2924995067801118,0.19194522500229058,17.596082873648186
4.000869667647057,14.456738104820575,0.13634325251836335,0.09129205933031453,0.07122722871514933,0.7116834057927311,0.46778223053840723,17.48238491786704
0.6359376095244544,1.5643445716176199,1.2324087580095466,0.07899032166432628,0.04919706288858905,0.2890673615074455,0.18457139705141726,17.392909622796363
0.7355289736818496,12.234568494639081,0.0016470659493408287,0.08890710362215622,0.03389191205468786,0.27121139858425247,0.10386738307855975,17.311819153045125
2.161028092453002,4.46207363528269,0.00850141479697627,0.1418668014382619,0.06035577902079839,0.678928894030382,0.4527406273823947,16.252190828849745
0.26361936111309303,1.394255412860272,0.0019031135847123201,0.09023285228494371,0.06309416098740567,0.4075189719466904,0.2587230616459033,17.40082076452509
1.2535003993173381,1.7225810852843741,0.0012652271491203375,0.08443377902732259,0.027764771027642538,0.2222019931814502,0.1183277013368571,17.158936228729555
2.9743143910586953,2.8273707518441626,0.39337356213402597,0.08375533017279474,0.07480036695943132,0.6665271053547974,0.43709851032100405,17.55001855824433
0.163989286301592,17.3081493413634,0.001420303032804946,0.0759891330026836,0.04970830481653457,0.40119162422965915,0.2584886263933479,17.529062451164197
0.972249462178877,7.178543336021999,0.08861552414663582,0.1317030334656989,0.06992774577089529,0.6276136896119473,0.4078996357642277,15.591753846261687
4.645104504842891,16.737435130159476,0.05391038178797796,0.08904464908897428,0.044227558921205876,0.6923244392187747,0.4624304968643069,17.474772552970755
0.1949436695348105,5.260406438185759,1.0485569311993908,0.12859847719155773,0.03583729873848951,0.24324852669965377,0.16563032418746595,19.028915197287237
0.2456208722049503,3.6695728142082387,0.00546059643886411,0.059119672555864894,0.051500616531255955,0.31757093163024963,0.2047523037508205,17.609874861318293
0.43321250624067054,2.1006875865147405,0.09476115684767364,0.05637226157319155,0.0527447510032536,0.306417712608717,0.19781807796367565,17.549618040813005
1.1560179951779246,2.17721467154495,0.2753038836075958,0.10748257250858728,0.05673993170027553,0.5962551424310218,0.38635588693597767,17.13647606389818
0.3851477932490026,3.6182657830399343,0.038450369113422006,0.13263376977306926,0.04669225218899496,0.4934571132795456,0.31602748630101135,15.294831645985747
1.2115691428166444,10.420353325626397,0.0031557816098978335,0.07152508830296726,0.0342191931292921,0.2826513697374134,0.175938909332941,17.50060341252555
0.17595000148640763,14.351209299565943,0.5113683442530973,0.11050479148290349,0.07439960676112074,0.2713357274575259,0.1742516532620517,16.62626025190499
3.7207669193057282,16.2268057769283,0.1122410027496052,0.0656876650491661,0.025142270437555913,0.48145514882771856,0.312063404052924,17.620010306442868
0.22525460807169634,10.902336092299656,0.04761696196281389,0.125927460458504,0.05973038480261978,0.31005384894704835,0.20148472187954944,15.975953784594344
0.34923551440449274,4.47546770157268,0.07677815189828992,0.08139257271584192,0.06700237069645593,0.4000836623931537,0.26276195266209934,17.590479086120247
2.5526152865655076,1.157792354399204,1.956382920462931,0.08718092665223087,0.03214162346662506,0.45037802034856084,0.2871909554034031,17.376198146195073
